COSTCLUSTER_CRD_INDICATOR,COSTCLUSTER_PK,COST_CLUSTER (L0),COST_CLUSTER (L1),COST_CLUSTER (L2),COST_CLUSTER (L3),COST_CLUSTER (L4),COST_CLUSTER (L5)
FPNA,;L0CIB;L1Transaction services;L2Transaction Banking;L3TB Trade;L4TB Trade;L5SPC TB Trade Business Mgmt;,CIB,Transaction services,Transaction Banking,TB Trade,TB Trade,SPC TB Trade Business Mgmt
FPNA,;L0CIB;L1Transaction services;L2Transaction Banking;L3TB Trade;L4TB Trade;L5SPC TB Trade Distribution (TD);,CIB,Transaction services,Transaction Banking,TB Trade,TB Trade,SPC TB Trade Distribution (TD)
FPNA,;L0CIB;L1Transaction services;L2Transaction Banking;L3TB Trade;L4TB Trade;L5SPC TB Trade Product Development;,CIB,Transaction services,Transaction Banking,TB Trade,TB Trade,SPC TB Trade Product Development
FPNA,;L0CIB;L1Transaction services;L2Transaction Banking;L3TB Trade;L4TB Trade;L5SPC TB Trade Product Documentary Trade;,CIB,Transaction services,Transaction Banking,TB Trade,TB Trade,SPC TB Trade Product Documentary Trade
FPNA,;L0CIB;L1Transaction services;L2Transaction Banking;L3TB Trade;L4TB Trade;L5SPC TB Trade Projects Development;,CIB,Transaction services,Transaction Banking,TB Trade,TB Trade,SPC TB Trade Projects Development
FPNA,;L0COI;L1COI;L2Biz COI Grp Approved One-Offs;L3Biz COI Grp Approved One-Offs;L4Biz COI Grp Approved One-Offs;L5Biz COI Grp Approved One-Offs;,COI,COI,Biz COI Grp Approved One-Offs,Biz COI Grp Approved One-Offs,Biz COI Grp Approved One-Offs,Biz COI Grp Approved One-Offs
FPNA,;L0COI;L1COI;L2Biz COI Grp Approved Others;L3Biz COI Grp Approved Others;L4Biz COI Grp Approved Others;L5Biz COI Grp Approved Others;,COI,COI,Biz COI Grp Approved Others,Biz COI Grp Approved Others,Biz COI Grp Approved Others,Biz COI Grp Approved Others
FPNA,;L0COI;L1COI;L2Biz COI Grp Approved Projects;L3Biz COI Grp Approved Projects;L4Biz COI Grp Approved Projects;L5Biz COI Grp Approved Projects;,COI,COI,Biz COI Grp Approved Projects,Biz COI Grp Approved Projects,Biz COI Grp Approved Projects,Biz COI Grp Approved Projects
FPNA,;L0COI;L1COI;L2Biz COI Grp Banking Service Division;L3Biz COI Grp Banking Service Division;L4Biz COI Grp Banking Service Division;L5Biz COI Grp Banking Service Division;,COI,COI,Biz COI Grp Banking Service Division,Biz COI Grp Banking Service Division,Biz COI Grp Banking Service Division,Biz COI Grp Banking Service Division
FPNA,;L0COI;L1COI;L2COI ALM Investment Mgr;L3COI ALM Investment Mgr;L4Biz COI ALM Investment Mgr;L5Biz COI ALM Investment Mgr;,COI,COI,COI ALM Investment Mgr,COI ALM Investment Mgr,Biz COI ALM Investment Mgr,Biz COI ALM Investment Mgr
FPNA,;L0COI;L1COI;L2COI ALM Liquidity Mgr;L3COI ALM Liquidity Mgr;L4Biz COI ALM Liquidity Mgr;L5Biz COI ALM Liquidity Mgr;,COI,COI,COI ALM Liquidity Mgr,COI ALM Liquidity Mgr,Biz COI ALM Liquidity Mgr,Biz COI ALM Liquidity Mgr
FPNA,;L0COI;L1COI;L2COI Corporate Items - CIB;L3COI Corporate Items - CIB;L4Biz COI Oth Corporate Items-CIB;L5Biz COI Oth Corporate Items-CIB;,COI,COI,COI Corporate Items - CIB,COI Corporate Items - CIB,Biz COI Oth Corporate Items-CIB,Biz COI Oth Corporate Items-CIB
FPNA,;L0COI;L1COI;L2COI Corporate Items - Shared;L3COI Corporate Items - Shared;L4Biz COI Oth Corporate Items-Shared;L5Biz COI Oth Corporate Items-Shared;,COI,COI,COI Corporate Items - Shared,COI Corporate Items - Shared,Biz COI Oth Corporate Items-Shared,Biz COI Oth Corporate Items-Shared
FPNA,;L0COI;L1COI;L2COI;L3COI;L4Biz COI Corporate Treasury;L5Biz COI Corporate Treasury;,COI,COI,COI,COI,Biz COI Corporate Treasury,Biz COI Corporate Treasury
FPNA,;L0COI;L1COI;L2COI;L3COI;L4Biz COI Grp Approved Vacant CRES;L5Biz COI Grp Approved Vacant CRES;,COI,COI,COI,COI,Biz COI Grp Approved Vacant CRES,Biz COI Grp Approved Vacant CRES
FPNA,;L0CSO;L1CSO;L2CSO;L3CSO;L4CSO;L5Biz GSF CSO Projects;,CSO,CSO,CSO,CSO,CSO,Biz GSF CSO Projects
FPNA,;L0CSO;L1CSO;L2CSO;L3CSO;L4CSO;L5Biz GSF CSO;,CSO,CSO,CSO,CSO,CSO,Biz GSF CSO
FPNA,;L0CSO;L1CSO;L2CSO;L3CSO;L4CSO;L5Grp GSF CSO Projects;,CSO,CSO,CSO,CSO,CSO,Grp GSF CSO Projects
FPNA,;L0CSO;L1CSO;L2CSO;L3CSO;L4CSO;L5Grp GSF CSO;,CSO,CSO,CSO,CSO,CSO,Grp GSF CSO
FPNA,;L0Functions;L1Directorate;L2Directorate;L3Directorate;L4Directorate;L5Grp GSF Directorate;,Functions,Directorate,Directorate,Directorate,Directorate,Grp GSF Directorate
FPNA,;L0Functions;L1Directorate;L2Directorate;L3Grp Retained Group Cost - Directorate;L4Grp Retained Group Cost - Directorate;L5Grp Retained Group Cost - Directorate;,Functions,Directorate,Directorate,Grp Retained Group Cost - Directorate,Grp Retained Group Cost - Directorate,Grp Retained Group Cost - Directorate
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB CC Finance;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB CC Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB CF Finance;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB CF Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB CSO Finance;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB CSO Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB DCDA Finance;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB DCDA Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB FM Finance;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB FM Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB Grp Management;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB Grp Management
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB Performance Management;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB Performance Management
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB TB Finance;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB TB Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Group;L5Biz GSF Fin CIB Tech Accounting;,Functions,GCFO,GCFO,CIB,CIB Group,Biz GSF Fin CIB Tech Accounting
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB PCVC;L5Biz GSF Fin PC Principal Finance;,Functions,GCFO,GCFO,CIB,CIB PCVC,Biz GSF Fin PC Principal Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB PCVC;L5Biz GSF Fin Product Control;,Functions,GCFO,GCFO,CIB,CIB PCVC,Biz GSF Fin Product Control
FPNA,;L0Functions;L1GCFO;L2GCFO;L3CIB;L4CIB Regional;L5Biz GSF Fin CIB Cluster Finance;,Functions,GCFO,GCFO,CIB,CIB Regional,Biz GSF Fin CIB Cluster Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Global Reporting;L5Grp GSF Fin Auditors;,Functions,GCFO,GCFO,Central Finance,Global Reporting,Grp GSF Fin Auditors
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Global Reporting;L5Grp GSF Fin GFM;,Functions,GCFO,GCFO,Central Finance,Global Reporting,Grp GSF Fin GFM
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Global Reporting;L5Grp GSF Fin Regulatory Reporting;,Functions,GCFO,GCFO,Central Finance,Global Reporting,Grp GSF Fin Regulatory Reporting
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Group FP&A;L5Grp GSF Fin Balance Sheet Reporting;,Functions,GCFO,GCFO,Central Finance,Group FP&A,Grp GSF Fin Balance Sheet Reporting
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Group FP&A;L5Grp GSF Fin Grp Fin Planning & Analytics;,Functions,GCFO,GCFO,Central Finance,Group FP&A,Grp GSF Fin Grp Fin Planning & Analytics
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Group Head Central Finance;L5Grp GSF Fin CFO Office Grp Finance;,Functions,GCFO,GCFO,Central Finance,Group Head Central Finance,Grp GSF Fin CFO Office Grp Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Group Tax;L5Cntry GSF Fin Tax;,Functions,GCFO,GCFO,Central Finance,Group Tax,Cntry GSF Fin Tax
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Group Tax;L5Grp GSF Fin Tax;,Functions,GCFO,GCFO,Central Finance,Group Tax,Grp GSF Fin Tax
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Op Risk;L5Biz GSF Fin GFORP & Others;,Functions,GCFO,GCFO,Central Finance,Op Risk,Biz GSF Fin GFORP & Others
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Op Risk;L5Grp GSF Fin GFORP & Others;,Functions,GCFO,GCFO,Central Finance,Op Risk,Grp GSF Fin GFORP & Others
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Central Finance;L4Stress Testing;L5Grp GSF Fin Group Stress Testing;,Functions,GCFO,GCFO,Central Finance,Stress Testing,Grp GSF Fin Group Stress Testing
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Corporate Development;L4Corporate Development;L5Grp GSF Corporate Development;,Functions,GCFO,GCFO,Corporate Development,Corporate Development,Grp GSF Corporate Development
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Corporate Development;L4Corporate Development;L5Grp Retained Group Cost - Corporate Development;,Functions,GCFO,GCFO,Corporate Development,Corporate Development,Grp Retained Group Cost - Corporate Development
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Fin Ops;L4Fin Ops;L5Cntry GSF Fin Finance Operations;,Functions,GCFO,GCFO,Fin Ops,Fin Ops,Cntry GSF Fin Finance Operations
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Fin Ops;L4Fin Ops;L5Grp GSF Fin Finance Operations;,Functions,GCFO,GCFO,Fin Ops,Fin Ops,Grp GSF Fin Finance Operations
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Finance Investments;L4FIN IFRS9;L5Grp GSF FIN IFRS9;,Functions,GCFO,GCFO,Finance Investments,FIN IFRS9,Grp GSF FIN IFRS9
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Finance Investments;L4Fin Country Investments;L5Cntry GSF Fin Country Investments;,Functions,GCFO,GCFO,Finance Investments,Fin Country Investments,Cntry GSF Fin Country Investments
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Finance Investments;L4Fin Group Investments;L5Grp GSF Fin Group Investments;,Functions,GCFO,GCFO,Finance Investments,Fin Group Investments,Grp GSF Fin Group Investments
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Finance Investments;L4Fin Inv Other FFG;L5Grp GSF Fin Inv Other FFG;,Functions,GCFO,GCFO,Finance Investments,Fin Inv Other FFG,Grp GSF Fin Inv Other FFG
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO CIB;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO CIB
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO CRES;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO CRES
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO GPL Agenda;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO GPL Agenda
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO Group FP&A;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO Group FP&A
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO IM;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO IM
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO Others;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO Others
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO T&O/FF;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO T&O/FF
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4BPO;L5GSF FinOps BAU GBS BPO WRB;,Functions,GCFO,GCFO,GBS BAU,BPO,GSF FinOps BAU GBS BPO WRB
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Capital CRR;L5GSF FinOps BAU GBS CapCRR CRR;,Functions,GCFO,GCFO,GBS BAU,Capital CRR,GSF FinOps BAU GBS CapCRR CRR
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Capital CRR;L5GSF FinOps BAU GBS CapCRR Capital;,Functions,GCFO,GCFO,GBS BAU,Capital CRR,GSF FinOps BAU GBS CapCRR Capital
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Central Management;L5GSF FinOps BAU GBS Ctrl Mgmt;,Functions,GCFO,GCFO,GBS BAU,Central Management,GSF FinOps BAU GBS Ctrl Mgmt
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Change Projects;L5GSF Fin BAU GBS BAU Changes;,Functions,GCFO,GCFO,GBS BAU,Change Projects,GSF Fin BAU GBS BAU Changes
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Data Mgmt;L5GSF FinOps BAU GBS DataMgt DGDSDQM;,Functions,GCFO,GCFO,GBS BAU,Data Mgmt,GSF FinOps BAU GBS DataMgt DGDSDQM
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Data Mgmt;L5GSF FinOps BAU GBS DataMgt Fin Data;,Functions,GCFO,GCFO,GBS BAU,Data Mgmt,GSF FinOps BAU GBS DataMgt Fin Data
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Fin Control PLN;L5GSF Fin BAU GBS Fin Control PLN;,Functions,GCFO,GCFO,GBS BAU,Fin Control PLN,GSF Fin BAU GBS Fin Control PLN
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4GBS Stress Testing;L5GSF FinOps BAU GBS Stress Testing;,Functions,GCFO,GCFO,GBS BAU,GBS Stress Testing,GSF FinOps BAU GBS Stress Testing
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4GFORP;L5GSF Fin BAU GBS GFORP;,Functions,GCFO,GCFO,GBS BAU,GFORP,GSF Fin BAU GBS GFORP
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4IAE;L5GSF FinOps BAU GBS IAE;,Functions,GCFO,GCFO,GBS BAU,IAE,GSF FinOps BAU GBS IAE
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Liquidity Treasury;L5GSF FinOps BAU GBS Liq FTP;,Functions,GCFO,GCFO,GBS BAU,Liquidity Treasury,GSF FinOps BAU GBS Liq FTP
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Liquidity Treasury;L5GSF FinOpsTrsy GBS Trsy;,Functions,GCFO,GCFO,GBS BAU,Liquidity Treasury,GSF FinOpsTrsy GBS Trsy
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Product Control;L5GSF FinOps BAU GBS Product Control;,Functions,GCFO,GCFO,GBS BAU,Product Control,GSF FinOps BAU GBS Product Control
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Record to Report Tax;L5GSF Fin BAU-GBS Tax COE;,Functions,GCFO,GCFO,GBS BAU,Record to Report Tax,GSF Fin BAU-GBS Tax COE
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Record to Report;L5GSF FinOps BAU GBS FARO Accounting;,Functions,GCFO,GCFO,GBS BAU,Record to Report,GSF FinOps BAU GBS FARO Accounting
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Record to Report;L5GSF FinOps BAU GBS FARO CRES;,Functions,GCFO,GCFO,GBS BAU,Record to Report,GSF FinOps BAU GBS FARO CRES
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Record to Report;L5GSF FinOps BAU GBS FARO Controlshp;,Functions,GCFO,GCFO,GBS BAU,Record to Report,GSF FinOps BAU GBS FARO Controlshp
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4Record to Report;L5GSF FinOps BAU GBS FARO Reporting;,Functions,GCFO,GCFO,GBS BAU,Record to Report,GSF FinOps BAU GBS FARO Reporting
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS BAU;L4TL M&P;L5GSF Trsy GBS TLMP;,Functions,GCFO,GCFO,GBS BAU,TL M&P,GSF Trsy GBS TLMP
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS Investments;L4Aspire;L5GSF Fin Inv GBS Aspire;,Functions,GCFO,GCFO,GBS Investments,Aspire,GSF Fin Inv GBS Aspire
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS Investments;L4CapCRR projects;L5GSF Fin Inv GBS CapCRR CRR;,Functions,GCFO,GCFO,GBS Investments,CapCRR projects,GSF Fin Inv GBS CapCRR CRR
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS Investments;L4CapCRR projects;L5GSF Fin Inv GBS CapCRR Capital;,Functions,GCFO,GCFO,GBS Investments,CapCRR projects,GSF Fin Inv GBS CapCRR Capital
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS Investments;L4LiqTrsy projects;L5GSF Fin Inv GBS Liq FTP;,Functions,GCFO,GCFO,GBS Investments,LiqTrsy projects,GSF Fin Inv GBS Liq FTP
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS Investments;L4LiqTrsy projects;L5GSF Fin Inv GBS Trsy;,Functions,GCFO,GCFO,GBS Investments,LiqTrsy projects,GSF Fin Inv GBS Trsy
FPNA,;L0Functions;L1GCFO;L2GCFO;L3GBS MOH;L4Finance support GBS;L5GSF Fin Country Finance - GBS;,Functions,GCFO,GCFO,GBS MOH,Finance support GBS,GSF Fin Country Finance - GBS
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Investor Relations;L4Investor Relations;L5Cntry GSF Investor Relations;,Functions,GCFO,GCFO,Investor Relations,Investor Relations,Cntry GSF Investor Relations
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Investor Relations;L4Investor Relations;L5Grp GSF Investor Relations;,Functions,GCFO,GCFO,Investor Relations,Investor Relations,Grp GSF Investor Relations
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Investor Relations;L4Investor Relations;L5Grp Retained Group Cost - Investor Relations;,Functions,GCFO,GCFO,Investor Relations,Investor Relations,Grp Retained Group Cost - Investor Relations
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Other Department;L4Other Department;L5Biz GSF Oth Finance-CIB;,Functions,GCFO,GCFO,Other Department,Other Department,Biz GSF Oth Finance-CIB
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Other Department;L4Other Department;L5Biz GSF Oth Finance-WRB;,Functions,GCFO,GCFO,Other Department,Other Department,Biz GSF Oth Finance-WRB
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Other Department;L4Other Department;L5Cntry GSF Oth Finance-Shared;,Functions,GCFO,GCFO,Other Department,Other Department,Cntry GSF Oth Finance-Shared
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Other Department;L4Other Department;L5Grp GSF Fin Central Items BAU;,Functions,GCFO,GCFO,Other Department,Other Department,Grp GSF Fin Central Items BAU
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Other Department;L4Other Department;L5Grp Retained Group Cost - Finance;,Functions,GCFO,GCFO,Other Department,Other Department,Grp Retained Group Cost - Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Regional Cluster;L4Regional Cluster;L5Biz GSF Fin Country Business Finance;,Functions,GCFO,GCFO,Regional Cluster,Regional Cluster,Biz GSF Fin Country Business Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Regional Cluster;L4Regional Cluster;L5Cntry GSF Fin Country Finance;,Functions,GCFO,GCFO,Regional Cluster,Regional Cluster,Cntry GSF Fin Country Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Regional Cluster;L4Regional Cluster;L5Grp GSF Fin Country Business Finance;,Functions,GCFO,GCFO,Regional Cluster,Regional Cluster,Grp GSF Fin Country Business Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Regional Cluster;L4Regional Cluster;L5Grp GSF Fin Country Finance;,Functions,GCFO,GCFO,Regional Cluster,Regional Cluster,Grp GSF Fin Country Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Regional Cluster;L4Regional Cluster;L5Grp GSF Fin Head Office;,Functions,GCFO,GCFO,Regional Cluster,Regional Cluster,Grp GSF Fin Head Office
FPNA,;L0Functions;L1GCFO;L2GCFO;L3T&O & Function Finance;L4Functions Finance;L5Cntry GSF Fin Function Finance;,Functions,GCFO,GCFO,T&O & Function Finance,Functions Finance,Cntry GSF Fin Function Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3T&O & Function Finance;L4Functions Finance;L5Grp GSF Fin Function Finance;,Functions,GCFO,GCFO,T&O & Function Finance,Functions Finance,Grp GSF Fin Function Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3T&O & Function Finance;L4T&O;L5Grp GSF Fin T&O Finance;,Functions,GCFO,GCFO,T&O & Function Finance,T&O,Grp GSF Fin T&O Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Cntry GSF Oth Treasury-Shared;L5Cntry GSF Oth Treasury-Shared;,Functions,GCFO,GCFO,Treasury,Cntry GSF Oth Treasury-Shared,Cntry GSF Oth Treasury-Shared
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Modelling & Platform;L5Biz GSF Modelling & Platform;,Functions,GCFO,GCFO,Treasury,Modelling & Platform,Biz GSF Modelling & Platform
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Modelling & Platform;L5Grp GSF Modelling & Platform;,Functions,GCFO,GCFO,Treasury,Modelling & Platform,Grp GSF Modelling & Platform
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Regional Treasury;L5Biz GSF Cluster Treasury;,Functions,GCFO,GCFO,Treasury,Regional Treasury,Biz GSF Cluster Treasury
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Regional Treasury;L5Grp GSF Cluster Treasury;,Functions,GCFO,GCFO,Treasury,Regional Treasury,Grp GSF Cluster Treasury
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury COO;L5Biz GSF Treasury COO;,Functions,GCFO,GCFO,Treasury,Treasury COO,Biz GSF Treasury COO
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury COO;L5Grp GSF Treasury COO;,Functions,GCFO,GCFO,Treasury,Treasury COO,Grp GSF Treasury COO
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Capital;L5Grp GSF Treasury Capital;,Functions,GCFO,GCFO,Treasury,Treasury Capital,Grp GSF Treasury Capital
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Finance;L5Biz GSF Fin Treasury Finance;,Functions,GCFO,GCFO,Treasury,Treasury Finance,Biz GSF Fin Treasury Finance
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Liquidity;L5Biz GSF Treasury Liquidity;,Functions,GCFO,GCFO,Treasury,Treasury Liquidity,Biz GSF Treasury Liquidity
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Liquidity;L5Grp GSF Treasury Liquidity;,Functions,GCFO,GCFO,Treasury,Treasury Liquidity,Grp GSF Treasury Liquidity
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Management;L5Grp GSF Treasury Management;,Functions,GCFO,GCFO,Treasury,Treasury Management,Grp GSF Treasury Management
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Markets;L5Biz GSF Treasury Markets;,Functions,GCFO,GCFO,Treasury,Treasury Markets,Biz GSF Treasury Markets
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Markets;L5Grp GSF Treasury Markets;,Functions,GCFO,GCFO,Treasury,Treasury Markets,Grp GSF Treasury Markets
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury RRP;L5Grp GSF Treasury RRP;,Functions,GCFO,GCFO,Treasury,Treasury RRP,Grp GSF Treasury RRP
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Sponge;L5Grp GSF Treasury Sponge;,Functions,GCFO,GCFO,Treasury,Treasury Sponge,Grp GSF Treasury Sponge
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury Strategy;L5Grp GSF Treasury Strategy;,Functions,GCFO,GCFO,Treasury,Treasury Strategy,Grp GSF Treasury Strategy
FPNA,;L0Functions;L1GCFO;L2GCFO;L3Treasury;L4Treasury WRB Support;L5Grp GSF Treasury WRB Support;,Functions,GCFO,GCFO,Treasury,Treasury WRB Support,Grp GSF Treasury WRB Support
FPNA,;L0Functions;L1GCFO;L2GCFO;L3WRB;L4WRB Group;L5Biz GSF Fin WRB;,Functions,GCFO,GCFO,WRB,WRB Group,Biz GSF Fin WRB
FPNA,;L0Functions;L1GCFO;L2GCFO;L3WRB;L4WRB Regional;L5Biz GSF Fin WRB Cluster;,Functions,GCFO,GCFO,WRB,WRB Regional,Biz GSF Fin WRB Cluster
FPNA,;L0Functions;L1GIAI;L2GIAI;L3GIAI - CIB;L4Cntry GSF IA Grp Audit CIB;L5Cntry GSF IA Grp Audit CIB;,Functions,GIAI,GIAI,GIAI - CIB,Cntry GSF IA Grp Audit CIB,Cntry GSF IA Grp Audit CIB
FPNA,;L0Functions;L1GIAI;L2GIAI;L3GIAI - CIB;L4Grp GSF IA Grp Audit CIB;L5Grp GSF IA Grp Audit CIB;,Functions,GIAI,GIAI,GIAI - CIB,Grp GSF IA Grp Audit CIB,Grp GSF IA Grp Audit CIB
FPNA,;L0Functions;L1GIAI;L2GIAI;L3GIAI - COO;L4Internal Audit - Intl Markets GBS;L5GSF IA Grp Audit Intl Markets - GBS;,Functions,GIAI,GIAI,GIAI - COO,Internal Audit - Intl Markets GBS,GSF IA Grp Audit Intl Markets - GBS
