record_id,source_row_number,use_case,source_system_s,source_table_name_structured_location_for_unstructured_data,source_field_name,btp_schema_name,btp_table_name,btp_field_name,description,datatype,date_added_modified,reviewed_by_data_chapter,remarks
staging_schema_logs:003270,3271,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_43_user_code,,NVARCHAR,,,
staging_schema_logs:003271,3272,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_44_acbs_value,,NVARCHAR,,,
staging_schema_logs:003272,3273,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_44_code_desc,,NVARCHAR,,,
staging_schema_logs:003273,3274,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_44_label,,NVARCHAR,,,
staging_schema_logs:003274,3275,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_44_number,,DECIMAL,,,
staging_schema_logs:003275,3276,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_44_text_value,,NVARCHAR,,,
staging_schema_logs:003276,3277,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_44_user_code,,NVARCHAR,,,
staging_schema_logs:003277,3278,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_45_acbs_value,,NVARCHAR,,,
staging_schema_logs:003278,3279,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_45_code_desc,,NVARCHAR,,,
staging_schema_logs:003279,3280,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_45_label,,NVARCHAR,,,
staging_schema_logs:003280,3281,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_45_number,,DECIMAL,,,
staging_schema_logs:003281,3282,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_45_text_value,,NVARCHAR,,,
staging_schema_logs:003282,3283,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_45_user_code,,NVARCHAR,,,
staging_schema_logs:003283,3284,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_46_acbs_value,,NVARCHAR,,,
staging_schema_logs:003284,3285,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_46_code_desc,,NVARCHAR,,,
staging_schema_logs:003285,3286,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_46_label,,NVARCHAR,,,
staging_schema_logs:003286,3287,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_46_number,,DECIMAL,,,
staging_schema_logs:003287,3288,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_46_text_value,,NVARCHAR,,,
staging_schema_logs:003288,3289,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_46_user_code,,NVARCHAR,,,
staging_schema_logs:003289,3290,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_47_acbs_value,,NVARCHAR,,,
staging_schema_logs:003290,3291,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_47_code_desc,,NVARCHAR,,,
staging_schema_logs:003291,3292,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_47_label,,NVARCHAR,,,
staging_schema_logs:003292,3293,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_47_number,,DECIMAL,,,
staging_schema_logs:003293,3294,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_47_text_value,,NVARCHAR,,,
staging_schema_logs:003294,3295,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_47_user_code,,NVARCHAR,,,
staging_schema_logs:003295,3296,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_48_acbs_value,,NVARCHAR,,,
staging_schema_logs:003296,3297,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_48_code_desc,,NVARCHAR,,,
staging_schema_logs:003297,3298,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_48_label,,NVARCHAR,,,
staging_schema_logs:003298,3299,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_48_number,,DECIMAL,,,
staging_schema_logs:003299,3300,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_48_text_value,,NVARCHAR,,,
staging_schema_logs:003300,3301,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_48_user_code,,NVARCHAR,,,
staging_schema_logs:003301,3302,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_49_acbs_value,,NVARCHAR,,,
staging_schema_logs:003302,3303,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_49_code_desc,,NVARCHAR,,,
staging_schema_logs:003303,3304,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_49_label,,NVARCHAR,,,
staging_schema_logs:003304,3305,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_49_number,,DECIMAL,,,
staging_schema_logs:003305,3306,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_49_text_value,,NVARCHAR,,,
staging_schema_logs:003306,3307,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_49_user_code,,NVARCHAR,,,
staging_schema_logs:003307,3308,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_50_acbs_value,,NVARCHAR,,,
staging_schema_logs:003308,3309,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_50_code_desc,,NVARCHAR,,,
staging_schema_logs:003309,3310,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_50_label,,NVARCHAR,,,
staging_schema_logs:003310,3311,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_50_number,,DECIMAL,,,
staging_schema_logs:003311,3312,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_50_text_value,,NVARCHAR,,,
staging_schema_logs:003312,3313,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,additional_field_50_user_code,,NVARCHAR,,,
staging_schema_logs:003313,3314,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,country,,NVARCHAR,,,
staging_schema_logs:003314,3315,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,country_code,,NVARCHAR,,,
staging_schema_logs:003315,3316,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,obl_flag,,NVARCHAR,,,
staging_schema_logs:003316,3317,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,ods,,DATE,,,
staging_schema_logs:003317,3318,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,processing_date,,NVARCHAR,,,
staging_schema_logs:003318,3319,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,processing_group,,NVARCHAR,,,
staging_schema_logs:003319,3320,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,timestamp_d,,TIMESTAMP,,,
staging_schema_logs:003320,3321,,,,,STG_FDP,VT_cae_facility_add_fields_sri_me,tp_sys,,NVARCHAR,,,
staging_schema_logs:003321,3322,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_customer_id,,NVARCHAR,,,
staging_schema_logs:003322,3323,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_customer_name,,NVARCHAR,,,
staging_schema_logs:003323,3324,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_facility_id,,NVARCHAR,,,
staging_schema_logs:003324,3325,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_fee_id,,NVARCHAR,,,
staging_schema_logs:003325,3326,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_fee_key,,NVARCHAR,,,
staging_schema_logs:003326,3327,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_investor_counterparty_id,,NVARCHAR,,,
staging_schema_logs:003327,3328,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_investor_name,,NVARCHAR,,,
staging_schema_logs:003328,3329,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_lender_type,,NVARCHAR,,,
staging_schema_logs:003329,3330,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_lender_type_desc,,NVARCHAR,,,
staging_schema_logs:003330,3331,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_portfolio_id,,NVARCHAR,,,
staging_schema_logs:003331,3332,,,,,STG_FDP,VT_cae_fees_sri_af,acbs_portfolio_name,,NVARCHAR,,,
staging_schema_logs:003332,3333,,,,,STG_FDP,VT_cae_fees_sri_af,busines_segment,,NVARCHAR,,,
staging_schema_logs:003333,3334,,,,,STG_FDP,VT_cae_fees_sri_af,business_group,,NVARCHAR,,,
staging_schema_logs:003334,3335,,,,,STG_FDP,VT_cae_fees_sri_af,business_sub_segment,,NVARCHAR,,,
staging_schema_logs:003335,3336,,,,,STG_FDP,VT_cae_fees_sri_af,country,,NVARCHAR,,,
staging_schema_logs:003336,3337,,,,,STG_FDP,VT_cae_fees_sri_af,country_code,,NVARCHAR,,,
staging_schema_logs:003337,3338,,,,,STG_FDP,VT_cae_fees_sri_af,customer_core_banking_id,,NVARCHAR,,,
staging_schema_logs:003338,3339,,,,,STG_FDP,VT_cae_fees_sri_af,customer_sci_group_id,,NVARCHAR,,,
staging_schema_logs:003339,3340,,,,,STG_FDP,VT_cae_fees_sri_af,customer_sci_leid,,NVARCHAR,,,
staging_schema_logs:003340,3341,,,,,STG_FDP,VT_cae_fees_sri_af,facility_fol_id,,NVARCHAR,,,
staging_schema_logs:003341,3342,,,,,STG_FDP,VT_cae_fees_sri_af,facility_fol_id_description,,NVARCHAR,,,
staging_schema_logs:003342,3343,,,,,STG_FDP,VT_cae_fees_sri_af,fee_currency,,NVARCHAR,,,
staging_schema_logs:003343,3344,,,,,STG_FDP,VT_cae_fees_sri_af,fee_current_accrual_rate,,DECIMAL,,,
staging_schema_logs:003344,3345,,,,,STG_FDP,VT_cae_fees_sri_af,fee_current_payoff_amount,,DECIMAL,,,
staging_schema_logs:003345,3346,,,,,STG_FDP,VT_cae_fees_sri_af,fee_description,,NVARCHAR,,,
staging_schema_logs:003346,3347,,,,,STG_FDP,VT_cae_fees_sri_af,fee_earnings_type,,NVARCHAR,,,
staging_schema_logs:003347,3348,,,,,STG_FDP,VT_cae_fees_sri_af,fee_effective_date,,NVARCHAR,,,
staging_schema_logs:003348,3349,,,,,STG_FDP,VT_cae_fees_sri_af,fee_expiration_date,,NVARCHAR,,,
staging_schema_logs:003349,3350,,,,,STG_FDP,VT_cae_fees_sri_af,fee_type,,NVARCHAR,,,
staging_schema_logs:003350,3351,,,,,STG_FDP,VT_cae_fees_sri_af,fee_type_description,,NVARCHAR,,,
staging_schema_logs:003351,3352,,,,,STG_FDP,VT_cae_fees_sri_af,fixed_daily_earnings,,DECIMAL,,,
staging_schema_logs:003352,3353,,,,,STG_FDP,VT_cae_fees_sri_af,fixed_fee_amount,,DECIMAL,,,
staging_schema_logs:003353,3354,,,,,STG_FDP,VT_cae_fees_sri_af,fixed_total_amortised,,DECIMAL,,,
staging_schema_logs:003354,3355,,,,,STG_FDP,VT_cae_fees_sri_af,fixed_total_to_amortise,,DECIMAL,,,
staging_schema_logs:003355,3356,,,,,STG_FDP,VT_cae_fees_sri_af,fixed_total_unamortised,,DECIMAL,,,
staging_schema_logs:003356,3357,,,,,STG_FDP,VT_cae_fees_sri_af,general_ledger_unit,,NVARCHAR,,,
staging_schema_logs:003357,3358,,,,,STG_FDP,VT_cae_fees_sri_af,investor_core_banking_id,,NVARCHAR,,,
staging_schema_logs:003358,3359,,,,,STG_FDP,VT_cae_fees_sri_af,investor_sci_group_id,,NVARCHAR,,,
staging_schema_logs:003359,3360,,,,,STG_FDP,VT_cae_fees_sri_af,investor_sci_leid,,NVARCHAR,,,
staging_schema_logs:003360,3361,,,,,STG_FDP,VT_cae_fees_sri_af,itd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003361,3362,,,,,STG_FDP,VT_cae_fees_sri_af,itd_fees_charged,,DECIMAL,,,
staging_schema_logs:003362,3363,,,,,STG_FDP,VT_cae_fees_sri_af,itd_fees_earned,,DECIMAL,,,
staging_schema_logs:003363,3364,,,,,STG_FDP,VT_cae_fees_sri_af,itd_fees_paid,,DECIMAL,,,
staging_schema_logs:003364,3365,,,,,STG_FDP,VT_cae_fees_sri_af,itd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003365,3366,,,,,STG_FDP,VT_cae_fees_sri_af,mtd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003366,3367,,,,,STG_FDP,VT_cae_fees_sri_af,mtd_fees_charged,,DECIMAL,,,
staging_schema_logs:003367,3368,,,,,STG_FDP,VT_cae_fees_sri_af,mtd_fees_earned,,DECIMAL,,,
staging_schema_logs:003368,3369,,,,,STG_FDP,VT_cae_fees_sri_af,mtd_fees_paid,,DECIMAL,,,
staging_schema_logs:003369,3370,,,,,STG_FDP,VT_cae_fees_sri_af,mtd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003370,3371,,,,,STG_FDP,VT_cae_fees_sri_af,ods,,DATE,,,
staging_schema_logs:003371,3372,,,,,STG_FDP,VT_cae_fees_sri_af,processing_date,,NVARCHAR,,,
staging_schema_logs:003372,3373,,,,,STG_FDP,VT_cae_fees_sri_af,processing_group,,NVARCHAR,,,
staging_schema_logs:003373,3374,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_affiliate_code,,NVARCHAR,,,
staging_schema_logs:003374,3375,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_business_unit,,NVARCHAR,,,
staging_schema_logs:003375,3376,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_customer_class,,NVARCHAR,,,
staging_schema_logs:003376,3377,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_department_id,,NVARCHAR,,,
staging_schema_logs:003377,3378,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_income_account,,NVARCHAR,,,
staging_schema_logs:003378,3379,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_income_account_desc,,NVARCHAR,,,
staging_schema_logs:003379,3380,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_operating_unit,,NVARCHAR,,,
staging_schema_logs:003380,3381,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_product_code,,NVARCHAR,,,
staging_schema_logs:003381,3382,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_receivable_account,,NVARCHAR,,,
staging_schema_logs:003382,3383,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_receivable_account_desc,,NVARCHAR,,,
staging_schema_logs:003383,3384,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_suspended_account,,NVARCHAR,,,
staging_schema_logs:003384,3385,,,,,STG_FDP,VT_cae_fees_sri_af,psgl_suspended_account_desc,,NVARCHAR,,,
staging_schema_logs:003385,3386,,,,,STG_FDP,VT_cae_fees_sri_af,qtd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003386,3387,,,,,STG_FDP,VT_cae_fees_sri_af,qtd_fees_charged,,DECIMAL,,,
staging_schema_logs:003387,3388,,,,,STG_FDP,VT_cae_fees_sri_af,qtd_fees_earned,,DECIMAL,,,
staging_schema_logs:003388,3389,,,,,STG_FDP,VT_cae_fees_sri_af,qtd_fees_paid,,DECIMAL,,,
staging_schema_logs:003389,3390,,,,,STG_FDP,VT_cae_fees_sri_af,qtd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003390,3391,,,,,STG_FDP,VT_cae_fees_sri_af,standard_product_code,,NVARCHAR,,,
staging_schema_logs:003391,3392,,,,,STG_FDP,VT_cae_fees_sri_af,timestamp_d,,TIMESTAMP,,,
staging_schema_logs:003392,3393,,,,,STG_FDP,VT_cae_fees_sri_af,today_is_month_end,,NVARCHAR,,,
staging_schema_logs:003393,3394,,,,,STG_FDP,VT_cae_fees_sri_af,tp_sys,,NVARCHAR,,,
staging_schema_logs:003394,3395,,,,,STG_FDP,VT_cae_fees_sri_af,ytd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003395,3396,,,,,STG_FDP,VT_cae_fees_sri_af,ytd_fees_charged,,DECIMAL,,,
staging_schema_logs:003396,3397,,,,,STG_FDP,VT_cae_fees_sri_af,ytd_fees_earned,,DECIMAL,,,
staging_schema_logs:003397,3398,,,,,STG_FDP,VT_cae_fees_sri_af,ytd_fees_paid,,DECIMAL,,,
staging_schema_logs:003398,3399,,,,,STG_FDP,VT_cae_fees_sri_af,ytd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003399,3400,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_customer_id,,NVARCHAR,,,
staging_schema_logs:003400,3401,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_customer_name,,NVARCHAR,,,
staging_schema_logs:003401,3402,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_facility_id,,NVARCHAR,,,
staging_schema_logs:003402,3403,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_fee_id,,NVARCHAR,,,
staging_schema_logs:003403,3404,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_fee_key,,NVARCHAR,,,
staging_schema_logs:003404,3405,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_investor_counterparty_id,,NVARCHAR,,,
staging_schema_logs:003405,3406,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_investor_name,,NVARCHAR,,,
staging_schema_logs:003406,3407,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_lender_type,,NVARCHAR,,,
staging_schema_logs:003407,3408,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_lender_type_desc,,NVARCHAR,,,
staging_schema_logs:003408,3409,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_portfolio_id,,NVARCHAR,,,
staging_schema_logs:003409,3410,,,,,STG_FDP,VT_cae_fees_sri_am,acbs_portfolio_name,,NVARCHAR,,,
staging_schema_logs:003410,3411,,,,,STG_FDP,VT_cae_fees_sri_am,busines_segment,,NVARCHAR,,,
staging_schema_logs:003411,3412,,,,,STG_FDP,VT_cae_fees_sri_am,business_group,,NVARCHAR,,,
staging_schema_logs:003412,3413,,,,,STG_FDP,VT_cae_fees_sri_am,business_sub_segment,,NVARCHAR,,,
staging_schema_logs:003413,3414,,,,,STG_FDP,VT_cae_fees_sri_am,country,,NVARCHAR,,,
staging_schema_logs:003414,3415,,,,,STG_FDP,VT_cae_fees_sri_am,country_code,,NVARCHAR,,,
staging_schema_logs:003415,3416,,,,,STG_FDP,VT_cae_fees_sri_am,customer_core_banking_id,,NVARCHAR,,,
staging_schema_logs:003416,3417,,,,,STG_FDP,VT_cae_fees_sri_am,customer_sci_group_id,,NVARCHAR,,,
staging_schema_logs:003417,3418,,,,,STG_FDP,VT_cae_fees_sri_am,customer_sci_leid,,NVARCHAR,,,
staging_schema_logs:003418,3419,,,,,STG_FDP,VT_cae_fees_sri_am,facility_fol_id,,NVARCHAR,,,
staging_schema_logs:003419,3420,,,,,STG_FDP,VT_cae_fees_sri_am,facility_fol_id_description,,NVARCHAR,,,
staging_schema_logs:003420,3421,,,,,STG_FDP,VT_cae_fees_sri_am,fee_currency,,NVARCHAR,,,
staging_schema_logs:003421,3422,,,,,STG_FDP,VT_cae_fees_sri_am,fee_current_accrual_rate,,DECIMAL,,,
staging_schema_logs:003422,3423,,,,,STG_FDP,VT_cae_fees_sri_am,fee_current_payoff_amount,,DECIMAL,,,
staging_schema_logs:003423,3424,,,,,STG_FDP,VT_cae_fees_sri_am,fee_description,,NVARCHAR,,,
staging_schema_logs:003424,3425,,,,,STG_FDP,VT_cae_fees_sri_am,fee_earnings_type,,NVARCHAR,,,
staging_schema_logs:003425,3426,,,,,STG_FDP,VT_cae_fees_sri_am,fee_effective_date,,NVARCHAR,,,
staging_schema_logs:003426,3427,,,,,STG_FDP,VT_cae_fees_sri_am,fee_expiration_date,,NVARCHAR,,,
staging_schema_logs:003427,3428,,,,,STG_FDP,VT_cae_fees_sri_am,fee_type,,NVARCHAR,,,
staging_schema_logs:003428,3429,,,,,STG_FDP,VT_cae_fees_sri_am,fee_type_description,,NVARCHAR,,,
staging_schema_logs:003429,3430,,,,,STG_FDP,VT_cae_fees_sri_am,fixed_daily_earnings,,DECIMAL,,,
staging_schema_logs:003430,3431,,,,,STG_FDP,VT_cae_fees_sri_am,fixed_fee_amount,,DECIMAL,,,
staging_schema_logs:003431,3432,,,,,STG_FDP,VT_cae_fees_sri_am,fixed_total_amortised,,DECIMAL,,,
staging_schema_logs:003432,3433,,,,,STG_FDP,VT_cae_fees_sri_am,fixed_total_to_amortise,,DECIMAL,,,
staging_schema_logs:003433,3434,,,,,STG_FDP,VT_cae_fees_sri_am,fixed_total_unamortised,,DECIMAL,,,
staging_schema_logs:003434,3435,,,,,STG_FDP,VT_cae_fees_sri_am,general_ledger_unit,,NVARCHAR,,,
staging_schema_logs:003435,3436,,,,,STG_FDP,VT_cae_fees_sri_am,investor_core_banking_id,,NVARCHAR,,,
staging_schema_logs:003436,3437,,,,,STG_FDP,VT_cae_fees_sri_am,investor_sci_group_id,,NVARCHAR,,,
staging_schema_logs:003437,3438,,,,,STG_FDP,VT_cae_fees_sri_am,investor_sci_leid,,NVARCHAR,,,
staging_schema_logs:003438,3439,,,,,STG_FDP,VT_cae_fees_sri_am,itd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003439,3440,,,,,STG_FDP,VT_cae_fees_sri_am,itd_fees_charged,,DECIMAL,,,
staging_schema_logs:003440,3441,,,,,STG_FDP,VT_cae_fees_sri_am,itd_fees_earned,,DECIMAL,,,
staging_schema_logs:003441,3442,,,,,STG_FDP,VT_cae_fees_sri_am,itd_fees_paid,,DECIMAL,,,
staging_schema_logs:003442,3443,,,,,STG_FDP,VT_cae_fees_sri_am,itd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003443,3444,,,,,STG_FDP,VT_cae_fees_sri_am,mtd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003444,3445,,,,,STG_FDP,VT_cae_fees_sri_am,mtd_fees_charged,,DECIMAL,,,
staging_schema_logs:003445,3446,,,,,STG_FDP,VT_cae_fees_sri_am,mtd_fees_earned,,DECIMAL,,,
staging_schema_logs:003446,3447,,,,,STG_FDP,VT_cae_fees_sri_am,mtd_fees_paid,,DECIMAL,,,
staging_schema_logs:003447,3448,,,,,STG_FDP,VT_cae_fees_sri_am,mtd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003448,3449,,,,,STG_FDP,VT_cae_fees_sri_am,ods,,DATE,,,
staging_schema_logs:003449,3450,,,,,STG_FDP,VT_cae_fees_sri_am,processing_date,,NVARCHAR,,,
staging_schema_logs:003450,3451,,,,,STG_FDP,VT_cae_fees_sri_am,processing_group,,NVARCHAR,,,
staging_schema_logs:003451,3452,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_affiliate_code,,NVARCHAR,,,
staging_schema_logs:003452,3453,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_business_unit,,NVARCHAR,,,
staging_schema_logs:003453,3454,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_customer_class,,NVARCHAR,,,
staging_schema_logs:003454,3455,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_department_id,,NVARCHAR,,,
staging_schema_logs:003455,3456,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_income_account,,NVARCHAR,,,
staging_schema_logs:003456,3457,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_income_account_desc,,NVARCHAR,,,
staging_schema_logs:003457,3458,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_operating_unit,,NVARCHAR,,,
staging_schema_logs:003458,3459,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_product_code,,NVARCHAR,,,
staging_schema_logs:003459,3460,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_receivable_account,,NVARCHAR,,,
staging_schema_logs:003460,3461,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_receivable_account_desc,,NVARCHAR,,,
staging_schema_logs:003461,3462,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_suspended_account,,NVARCHAR,,,
staging_schema_logs:003462,3463,,,,,STG_FDP,VT_cae_fees_sri_am,psgl_suspended_account_desc,,NVARCHAR,,,
staging_schema_logs:003463,3464,,,,,STG_FDP,VT_cae_fees_sri_am,qtd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003464,3465,,,,,STG_FDP,VT_cae_fees_sri_am,qtd_fees_charged,,DECIMAL,,,
staging_schema_logs:003465,3466,,,,,STG_FDP,VT_cae_fees_sri_am,qtd_fees_earned,,DECIMAL,,,
staging_schema_logs:003466,3467,,,,,STG_FDP,VT_cae_fees_sri_am,qtd_fees_paid,,DECIMAL,,,
staging_schema_logs:003467,3468,,,,,STG_FDP,VT_cae_fees_sri_am,qtd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003468,3469,,,,,STG_FDP,VT_cae_fees_sri_am,standard_product_code,,NVARCHAR,,,
staging_schema_logs:003469,3470,,,,,STG_FDP,VT_cae_fees_sri_am,timestamp_d,,TIMESTAMP,,,
staging_schema_logs:003470,3471,,,,,STG_FDP,VT_cae_fees_sri_am,today_is_month_end,,NVARCHAR,,,
staging_schema_logs:003471,3472,,,,,STG_FDP,VT_cae_fees_sri_am,tp_sys,,NVARCHAR,,,
staging_schema_logs:003472,3473,,,,,STG_FDP,VT_cae_fees_sri_am,ytd_fees_amortised,,DECIMAL,,,
staging_schema_logs:003473,3474,,,,,STG_FDP,VT_cae_fees_sri_am,ytd_fees_charged,,DECIMAL,,,
staging_schema_logs:003474,3475,,,,,STG_FDP,VT_cae_fees_sri_am,ytd_fees_earned,,DECIMAL,,,
staging_schema_logs:003475,3476,,,,,STG_FDP,VT_cae_fees_sri_am,ytd_fees_paid,,DECIMAL,,,
staging_schema_logs:003476,3477,,,,,STG_FDP,VT_cae_fees_sri_am,ytd_fees_waived_adjusted,,DECIMAL,,,
staging_schema_logs:003477,3478,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_customer_id,,NVARCHAR,,,
staging_schema_logs:003478,3479,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_customer_name,,NVARCHAR,,,
staging_schema_logs:003479,3480,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_facility_id,,NVARCHAR,,,
staging_schema_logs:003480,3481,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_fee_id,,NVARCHAR,,,
staging_schema_logs:003481,3482,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_fee_key,,NVARCHAR,,,
staging_schema_logs:003482,3483,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_investor_counterparty_id,,NVARCHAR,,,
staging_schema_logs:003483,3484,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_investor_name,,NVARCHAR,,,
staging_schema_logs:003484,3485,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_lender_type,,NVARCHAR,,,
staging_schema_logs:003485,3486,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_lender_type_desc,,NVARCHAR,,,
staging_schema_logs:003486,3487,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_portfolio_id,,NVARCHAR,,,
staging_schema_logs:003487,3488,,,,,STG_FDP,VT_cae_fees_sri_ap,acbs_portfolio_name,,NVARCHAR,,,
staging_schema_logs:003488,3489,,,,,STG_FDP,VT_cae_fees_sri_ap,busines_segment,,NVARCHAR,,,
staging_schema_logs:003489,3490,,,,,STG_FDP,VT_cae_fees_sri_ap,business_group,,NVARCHAR,,,
staging_schema_logs:003490,3491,,,,,STG_FDP,VT_cae_fees_sri_ap,business_sub_segment,,NVARCHAR,,,
staging_schema_logs:003491,3492,,,,,STG_FDP,VT_cae_fees_sri_ap,country,,NVARCHAR,,,
staging_schema_logs:003492,3493,,,,,STG_FDP,VT_cae_fees_sri_ap,country_code,,NVARCHAR,,,
