,,Mandatory,Mandatory,Mandatory,Mandatory,``,Mandatory,Mandatory,Mandatory,Mandatory,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",effective_date,STG_FDP,STG_cae_facilities_sri_me,effective_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_currency,STG_FDP,STG_cae_facilities_sri_me,facility_currency,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_description,STG_FDP,STG_cae_facilities_sri_me,facility_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_limit_amount,STG_FDP,STG_cae_facilities_sri_me,facility_limit_amount,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_limit_available,STG_FDP,STG_cae_facilities_sri_me,facility_limit_available,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_limit_used,STG_FDP,STG_cae_facilities_sri_me,facility_limit_used,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_limit_withheld,STG_FDP,STG_cae_facilities_sri_me,facility_limit_withheld,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_purpose_description,STG_FDP,STG_cae_facilities_sri_me,facility_purpose_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",facility_type_description,STG_FDP,STG_cae_facilities_sri_me,facility_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",final_availability_date,STG_FDP,STG_cae_facilities_sri_me,final_availability_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",fol_id,STG_FDP,STG_cae_facilities_sri_me,fol_id,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",fol_id_description,STG_FDP,STG_cae_facilities_sri_me,fol_id_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",general_ledger_unit,STG_FDP,STG_cae_facilities_sri_me,general_ledger_unit,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",maturity_date,STG_FDP,STG_cae_facilities_sri_me,maturity_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",revolving,STG_FDP,STG_cae_facilities_sri_me,revolving,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",risk_country,STG_FDP,STG_cae_facilities_sri_me,risk_country,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",sci_limit_id,STG_FDP,STG_cae_facilities_sri_me,sci_limit_id,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",standard_product_code,STG_FDP,STG_cae_facilities_sri_me,standard_product_code,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_af,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_af,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_af,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_af,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_af,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_af,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_af,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_am,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_am,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_am,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_am,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_am,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_am,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_am,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ap,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ap,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ap,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ap,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_ap,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ap,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_ap,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ca,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ca,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ca,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ca,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_ca,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ca,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_ca,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_hk,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_hk,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_hk,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_hk,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_hk,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_hk,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_hk,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ln,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ln,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ln,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ln,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_ln,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_ln,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_ln,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",additional_field_29_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_me,additional_field_29_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",additional_field_30_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_me,additional_field_30_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",additional_field_31_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_me,additional_field_31_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",additional_field_34_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_me,additional_field_34_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",additional_field_35_text_value,STG_FDP,STG_cae_facility_add_fields_sri_me,additional_field_35_text_value,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",additional_field_36_code_desc,STG_FDP,STG_cae_facility_add_fields_sri_me,additional_field_36_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_facility_add_fields_sri_me""",obl_flag,STG_FDP,STG_cae_facility_add_fields_sri_me,obl_flag,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_af,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",fee_type_description,STG_FDP,STG_cae_fees_sri_af,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_af,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_af""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_af,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_am,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",fee_type_description,STG_FDP,STG_cae_fees_sri_am,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_am,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_am""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_am,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_ap,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",fee_type_description,STG_FDP,STG_cae_fees_sri_ap,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_ap,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_daas_prd.""cae_fees_sri_ap""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_ap,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_ca,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",fee_type_description,STG_FDP,STG_cae_fees_sri_ca,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_ca,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ca""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_ca,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_hk,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",fee_type_description,STG_FDP,STG_cae_fees_sri_hk,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_hk,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_hk""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_hk,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_ln,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",fee_type_description,STG_FDP,STG_cae_fees_sri_ln,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_ln,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_ln""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_ln,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_me""",acbs_fee_key,STG_FDP,STG_cae_fees_sri_me,acbs_fee_key,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_me""",fee_type_description,STG_FDP,STG_cae_fees_sri_me,fee_type_description,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_me""",fixed_daily_earnings,STG_FDP,STG_cae_fees_sri_me,fixed_daily_earnings,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_fees_sri_me""",mtd_fees_charged,STG_FDP,STG_cae_fees_sri_me,mtd_fees_charged,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",acbs_investor_counterparty_id,STG_FDP,STG_cae_loans_sri_af,acbs_investor_counterparty_id,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",acbs_investor_id,STG_FDP,STG_cae_loans_sri_af,acbs_investor_id,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",acbs_lender_type,STG_FDP,STG_cae_loans_sri_af,acbs_lender_type,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",acbs_lender_type_desc,STG_FDP,STG_cae_loans_sri_af,acbs_lender_type_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",acbs_loan_id,STG_FDP,STG_cae_loans_sri_af,acbs_loan_id,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",accounting_method,STG_FDP,STG_cae_loans_sri_af,accounting_method,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",adjusted_base_rate,STG_FDP,STG_cae_loans_sri_af,adjusted_base_rate,,INTEGER,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",average_principal_bal_mtd_cur,STG_FDP,STG_cae_loans_sri_af,average_principal_bal_mtd_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",base_rate,STG_FDP,STG_cae_loans_sri_af,base_rate,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",busines_segment,STG_FDP,STG_cae_loans_sri_af,busines_segment,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",business_sub_segment,STG_FDP,STG_cae_loans_sri_af,business_sub_segment,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",calculation_feature_desc,STG_FDP,STG_cae_loans_sri_af,calculation_feature_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",current_accruing_rate,STG_FDP,STG_cae_loans_sri_af,current_accruing_rate,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",customer_core_banking_id,STG_FDP,STG_cae_loans_sri_af,customer_core_banking_id,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",customer_orig_prin_bal_cur,STG_FDP,STG_cae_loans_sri_af,customer_orig_prin_bal_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",customer_principal_bal_cur,STG_FDP,STG_cae_loans_sri_af,customer_principal_bal_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",daily_accrual_amount,STG_FDP,STG_cae_loans_sri_af,daily_accrual_amount,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",effective_date,STG_FDP,STG_cae_loans_sri_af,effective_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",fee_receivable_cur,STG_FDP,STG_cae_loans_sri_af,fee_receivable_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",frequency,STG_FDP,STG_cae_loans_sri_af,frequency,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",g_l_unit,STG_FDP,STG_cae_loans_sri_af,g_l_unit,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",index_calendar,STG_FDP,STG_cae_loans_sri_af,index_calendar,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",index_rate,STG_FDP,STG_cae_loans_sri_af,index_rate,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",instrument_type_code_desc,STG_FDP,STG_cae_loans_sri_af,instrument_type_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",int_mtd_accrued_cur,STG_FDP,STG_cae_loans_sri_af,int_mtd_accrued_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",int_rate_maturity_date,STG_FDP,STG_cae_loans_sri_af,int_rate_maturity_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",int_receivable_cur,STG_FDP,STG_cae_loans_sri_af,int_receivable_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",interest_period_start_date,STG_FDP,STG_cae_loans_sri_af,interest_period_start_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",interest_rate_type,STG_FDP,STG_cae_loans_sri_af,interest_rate_type,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",interest_rate_type_desc,STG_FDP,STG_cae_loans_sri_af,interest_rate_type_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",internal_reference,STG_FDP,STG_cae_loans_sri_af,internal_reference,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",last_renewal_date,STG_FDP,STG_cae_loans_sri_af,last_renewal_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",legal_maturity_date,STG_FDP,STG_cae_loans_sri_af,legal_maturity_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",loan_currency_code,STG_FDP,STG_cae_loans_sri_af,loan_currency_code,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",loan_isic_code,STG_FDP,STG_cae_loans_sri_af,loan_isic_code,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",maximum_all_in_rate,STG_FDP,STG_cae_loans_sri_af,maximum_all_in_rate,,INTEGER,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",maximum_base_rate,STG_FDP,STG_cae_loans_sri_af,maximum_base_rate,,INTEGER,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",minimum_all_in_rate,STG_FDP,STG_cae_loans_sri_af,minimum_all_in_rate,,INTEGER,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",minimum_base_rate,STG_FDP,STG_cae_loans_sri_af,minimum_base_rate,,INTEGER,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",next_interest_amount_cur,STG_FDP,STG_cae_loans_sri_af,next_interest_amount_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",next_interest_date,STG_FDP,STG_cae_loans_sri_af,next_interest_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",oth_receivable_cur,STG_FDP,STG_cae_loans_sri_af,oth_receivable_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",past_due_interest_actual_cur,STG_FDP,STG_cae_loans_sri_af,past_due_interest_actual_cur,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",product_type_code,STG_FDP,STG_cae_loans_sri_af,product_type_code,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",product_type_code_desc,STG_FDP,STG_cae_loans_sri_af,product_type_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",psgl_business_unit,STG_FDP,STG_cae_loans_sri_af,psgl_business_unit,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",purpose_code,STG_FDP,STG_cae_loans_sri_af,purpose_code,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",purpose_code_desc,STG_FDP,STG_cae_loans_sri_af,purpose_code_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",rate_setting_date,STG_FDP,STG_cae_loans_sri_af,rate_setting_date,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",reserve_rate,STG_FDP,STG_cae_loans_sri_af,reserve_rate,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",rfr_calc_method_desc,STG_FDP,STG_cae_loans_sri_af,rfr_calc_method_desc,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",schedule_freq_code,STG_FDP,STG_cae_loans_sri_af,schedule_freq_code,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",servicing_unit_section,STG_FDP,STG_cae_loans_sri_af,servicing_unit_section,,NVARCHAR,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",spread_rate,STG_FDP,STG_cae_loans_sri_af,spread_rate,,DECIMAL,,,
,Client MI,FDP,"fdp_df_srcimg_prd.""cae_loans_sri_af""",total_past_due_actual_cur,STG_FDP,STG_cae_loans_sri_af,total_past_due_actual_cur,,DECIMAL,,,
